PostId,VoteTypeId,CreationDate,Id
43,2,2011-10-13T00:00:00.000,187
45,2,2011-10-13T00:00:00.000,188
18,2,2011-10-13T00:00:00.000,189
35,2,2011-10-13T00:00:00.000,190
47,2,2011-10-13T00:00:00.000,192
48,2,2011-10-13T00:00:00.000,193
51,2,2011-10-14T00:00:00.000,194
49,1,2011-10-14T00:00:00.000,195
49,2,2011-10-14T00:00:00.000,196
48,2,2011-10-14T00:00:00.000,197
51,2,2011-10-14T00:00:00.000,198
42,2,2011-10-14T00:00:00.000,199
45,2,2011-10-14T00:00:00.000,200
51,2,2011-10-14T00:00:00.000,202
48,2,2011-10-14T00:00:00.000,203
52,2,2011-10-14T00:00:00.000,204
49,2,2011-10-14T00:00:00.000,205
53,2,2011-10-14T00:00:00.000,206
53,2,2011-10-14T00:00:00.000,207
53,2,2011-10-14T00:00:00.000,208
51,2,2011-10-14T00:00:00.000,209
47,2,2011-10-14T00:00:00.000,210
52,2,2011-10-14T00:00:00.000,211
53,2,2011-10-14T00:00:00.000,212
45,2,2011-10-14T00:00:00.000,213
53,2,2011-10-14T00:00:00.000,215
52,2,2011-10-14T00:00:00.000,216
49,2,2011-10-14T00:00:00.000,217
45,2,2011-10-14T00:00:00.000,218
35,2,2011-10-14T00:00:00.000,219
53,1,2011-10-14T00:00:00.000,220
38,2,2011-10-14T00:00:00.000,221
16,2,2011-10-14T00:00:00.000,222
18,2,2011-10-14T00:00:00.000,223
54,2,2011-10-14T00:00:00.000,226
54,1,2011-10-14T00:00:00.000,227
53,2,2011-10-14T00:00:00.000,228
56,2,2011-10-14T00:00:00.000,229
56,2,2011-10-14T00:00:00.000,230
53,2,2011-10-14T00:00:00.000,231
3,2,2011-10-15T00:00:00.000,232
54,2,2011-10-15T00:00:00.000,233
56,2,2011-10-15T00:00:00.000,234
4,2,2011-10-15T00:00:00.000,235
40,2,2011-10-16T00:00:00.000,239
57,2,2011-10-16T00:00:00.000,241
58,2,2011-10-16T00:00:00.000,242
47,3,2011-10-16T00:00:00.000,243
52,3,2011-10-16T00:00:00.000,244
58,2,2011-10-16T00:00:00.000,245
3,2,2011-10-17T00:00:00.000,246
18,2,2011-10-17T00:00:00.000,247
9,2,2011-10-17T00:00:00.000,248
58,2,2011-10-17T00:00:00.000,249
58,1,2011-10-17T00:00:00.000,252
57,3,2011-10-17T00:00:00.000,253
59,2,2011-10-17T00:00:00.000,254
59,2,2011-10-17T00:00:00.000,255
59,2,2011-10-17T00:00:00.000,256
58,2,2011-10-17T00:00:00.000,258
59,2,2011-10-17T00:00:00.000,259
60,2,2011-10-17T00:00:00.000,260
59,3,2011-10-18T00:00:00.000,262
60,2,2011-10-18T00:00:00.000,263
59,3,2011-10-18T00:00:00.000,264
60,2,2011-10-18T00:00:00.000,265
59,2,2011-10-18T00:00:00.000,266
60,2,2011-10-18T00:00:00.000,267
59,2,2011-10-18T00:00:00.000,268
59,2,2011-10-18T00:00:00.000,269
60,2,2011-10-18T00:00:00.000,270
61,2,2011-10-18T00:00:00.000,271
39,2,2011-10-18T00:00:00.000,272
7,2,2011-10-18T00:00:00.000,273
61,2,2011-10-18T00:00:00.000,274
59,2,2011-10-18T00:00:00.000,275
60,2,2011-10-18T00:00:00.000,276
60,2,2011-10-18T00:00:00.000,277
61,2,2011-10-18T00:00:00.000,278
62,2,2011-10-18T00:00:00.000,279
62,2,2011-10-18T00:00:00.000,280
61,2,2011-10-18T00:00:00.000,281
60,2,2011-10-18T00:00:00.000,282
43,2,2011-10-19T00:00:00.000,283
59,2,2011-10-19T00:00:00.000,284
60,2,2011-10-19T00:00:00.000,285
61,2,2011-10-19T00:00:00.000,286
16,2,2011-10-19T00:00:00.000,287
59,3,2011-10-19T00:00:00.000,288
53,2,2011-10-19T00:00:00.000,289
58,2,2011-10-19T00:00:00.000,290
37,2,2011-10-19T00:00:00.000,291
56,2,2011-10-19T00:00:00.000,292
35,2,2011-10-19T00:00:00.000,293
48,2,2011-10-19T00:00:00.000,294
51,2,2011-10-19T00:00:00.000,295
54,2,2011-10-19T00:00:00.000,296
50,2,2011-10-19T00:00:00.000,297
46,2,2011-10-19T00:00:00.000,298
52,2,2011-10-19T00:00:00.000,299
47,2,2011-10-19T00:00:00.000,300
44,2,2011-10-19T00:00:00.000,301
49,2,2011-10-19T00:00:00.000,302
42,2,2011-10-19T00:00:00.000,303
45,2,2011-10-19T00:00:00.000,304
33,2,2011-10-19T00:00:00.000,305
38,2,2011-10-19T00:00:00.000,306
34,2,2011-10-19T00:00:00.000,307
28,2,2011-10-19T00:00:00.000,308
31,2,2011-10-19T00:00:00.000,309
29,2,2011-10-19T00:00:00.000,310
26,2,2011-10-19T00:00:00.000,311
32,2,2011-10-19T00:00:00.000,312
18,2,2011-10-19T00:00:00.000,313
22,2,2011-10-19T00:00:00.000,314
36,2,2011-10-19T00:00:00.000,315
15,2,2011-10-19T00:00:00.000,316
17,2,2011-10-19T00:00:00.000,317
11,2,2011-10-19T00:00:00.000,318
20,2,2011-10-19T00:00:00.000,319
21,2,2011-10-19T00:00:00.000,320
4,2,2011-10-19T00:00:00.000,321
9,2,2011-10-19T00:00:00.000,322
8,2,2011-10-19T00:00:00.000,323
6,2,2011-10-19T00:00:00.000,324
63,2,2011-10-19T00:00:00.000,325
63,2,2011-10-19T00:00:00.000,326
65,2,2011-10-19T00:00:00.000,327
65,2,2011-10-19T00:00:00.000,328
66,2,2011-10-20T00:00:00.000,329
65,2,2011-10-20T00:00:00.000,330
63,2,2011-10-20T00:00:00.000,331
67,2,2011-10-20T00:00:00.000,332
67,2,2011-10-20T00:00:00.000,333
65,2,2011-10-20T00:00:00.000,334
67,2,2011-10-20T00:00:00.000,335
2,2,2011-10-20T00:00:00.000,336
66,2,2011-10-20T00:00:00.000,337
66,2,2011-10-21T00:00:00.000,338
67,2,2011-10-21T00:00:00.000,339
66,1,2011-10-21T00:00:00.000,340
67,2,2011-10-21T00:00:00.000,341
61,2,2011-10-21T00:00:00.000,342
67,2,2011-10-21T00:00:00.000,343
27,2,2011-10-21T00:00:00.000,344
25,2,2011-10-21T00:00:00.000,345
18,2,2011-10-21T00:00:00.000,346
54,2,2011-10-21T00:00:00.000,347
50,2,2011-10-21T00:00:00.000,348
46,2,2011-10-21T00:00:00.000,349
32,2,2011-10-21T00:00:00.000,350
26,2,2011-10-21T00:00:00.000,351
66,2,2011-10-22T00:00:00.000,352
65,2,2011-10-22T00:00:00.000,353
68,2,2011-10-22T00:00:00.000,354
63,2,2011-10-22T00:00:00.000,355
71,2,2011-10-22T00:00:00.000,356
72,2,2011-10-22T00:00:00.000,357
73,2,2011-10-23T00:00:00.000,358
71,2,2011-10-23T00:00:00.000,359
75,2,2011-10-23T00:00:00.000,360
75,1,2011-10-23T00:00:00.000,361
74,2,2011-10-23T00:00:00.000,362
73,2,2011-10-23T00:00:00.000,363
74,2,2011-10-23T00:00:00.000,364
75,2,2011-10-23T00:00:00.000,365
61,2,2011-10-24T00:00:00.000,366
60,2,2011-10-24T00:00:00.000,367
77,2,2011-10-24T00:00:00.000,368
76,2,2011-10-24T00:00:00.000,369
75,2,2011-10-24T00:00:00.000,370
77,2,2011-10-24T00:00:00.000,371
78,2,2011-10-24T00:00:00.000,372
75,2,2011-10-24T00:00:00.000,373
74,2,2011-10-24T00:00:00.000,374
78,2,2011-10-24T00:00:00.000,375
77,2,2011-10-24T00:00:00.000,376
79,2,2011-10-25T00:00:00.000,380
78,2,2011-10-25T00:00:00.000,381
76,2,2011-10-25T00:00:00.000,382
80,2,2011-10-25T00:00:00.000,383
74,2,2011-10-25T00:00:00.000,384
60,2,2011-10-25T00:00:00.000,385
73,2,2011-10-25T00:00:00.000,386
60,2,2011-10-25T00:00:00.000,387
66,2,2011-10-25T00:00:00.000,388
41,2,2011-10-25T00:00:00.000,389
25,2,2011-10-25T00:00:00.000,390
18,2,2011-10-25T00:00:00.000,391
59,2,2011-10-25T00:00:00.000,392
53,2,2011-10-25T00:00:00.000,393
2,2,2011-10-25T00:00:00.000,394
14,2,2011-10-25T00:00:00.000,395
1,2,2011-10-25T00:00:00.000,396
79,2,2011-10-25T00:00:00.000,398
77,2,2011-10-25T00:00:00.000,399
71,2,2011-10-25T00:00:00.000,400
72,2,2011-10-25T00:00:00.000,401
78,2,2011-10-26T00:00:00.000,402
78,1,2011-10-26T00:00:00.000,403
25,2,2011-10-26T00:00:00.000,404
24,2,2011-10-26T00:00:00.000,405
71,2,2011-10-26T00:00:00.000,406
59,2,2011-10-26T00:00:00.000,407
18,2,2011-10-26T00:00:00.000,408
19,2,2011-10-26T00:00:00.000,409
63,2,2011-10-26T00:00:00.000,410
66,2,2011-10-26T00:00:00.000,411
2,2,2011-10-26T00:00:00.000,412
85,2,2011-10-26T00:00:00.000,413
33,2,2011-10-26T00:00:00.000,414
81,2,2011-10-26T00:00:00.000,416
86,2,2011-10-26T00:00:00.000,417
86,1,2011-10-26T00:00:00.000,418
86,2,2011-10-26T00:00:00.000,419
24,2,2011-10-26T00:00:00.000,420
25,2,2011-10-26T00:00:00.000,421
27,2,2011-10-26T00:00:00.000,422
41,2,2011-10-26T00:00:00.000,423
77,2,2011-10-26T00:00:00.000,424
79,2,2011-10-26T00:00:00.000,425
80,2,2011-10-26T00:00:00.000,426
85,2,2011-10-26T00:00:00.000,427
86,2,2011-10-26T00:00:00.000,429
81,2,2011-10-26T00:00:00.000,430
85,2,2011-10-26T00:00:00.000,431
83,2,2011-10-26T00:00:00.000,432
87,2,2011-10-26T00:00:00.000,433
86,2,2011-10-26T00:00:00.000,434
18,2,2011-10-27T00:00:00.000,435
90,2,2011-10-27T00:00:00.000,436
89,2,2011-10-27T00:00:00.000,437
90,2,2011-10-27T00:00:00.000,438
89,2,2011-10-27T00:00:00.000,439
90,2,2011-10-27T00:00:00.000,440
88,2,2011-10-27T00:00:00.000,441
90,2,2011-10-27T00:00:00.000,442
93,2,2011-10-27T00:00:00.000,443
93,1,2011-10-27T00:00:00.000,444
92,2,2011-10-27T00:00:00.000,445
92,1,2011-10-27T00:00:00.000,446
83,2,2011-10-27T00:00:00.000,447
76,2,2011-10-27T00:00:00.000,448
57,2,2011-10-27T00:00:00.000,449
70,2,2011-10-27T00:00:00.000,450
73,2,2011-10-27T00:00:00.000,451
67,2,2011-10-27T00:00:00.000,452
93,2,2011-10-27T00:00:00.000,453
92,2,2011-10-27T00:00:00.000,454
92,2,2011-10-27T00:00:00.000,455
93,2,2011-10-27T00:00:00.000,456
88,2,2011-10-27T00:00:00.000,457
93,2,2011-10-27T00:00:00.000,458
94,2,2011-10-27T00:00:00.000,459
93,2,2011-10-27T00:00:00.000,460
94,2,2011-10-27T00:00:00.000,461
48,2,2011-10-27T00:00:00.000,462
51,2,2011-10-27T00:00:00.000,463
87,2,2011-10-27T00:00:00.000,464
92,2,2011-10-27T00:00:00.000,465
89,2,2011-10-27T00:00:00.000,466
87,2,2011-10-27T00:00:00.000,467
88,2,2011-10-27T00:00:00.000,468
93,2,2011-10-27T00:00:00.000,469
90,2,2011-10-27T00:00:00.000,470
94,2,2011-10-27T00:00:00.000,471
95,2,2011-10-27T00:00:00.000,472
95,2,2011-10-27T00:00:00.000,473
89,2,2011-10-27T00:00:00.000,474
96,3,2011-10-27T00:00:00.000,475
97,2,2011-10-27T00:00:00.000,476
99,2,2011-10-27T00:00:00.000,477
99,2,2011-10-27T00:00:00.000,479
99,2,2011-10-28T00:00:00.000,480
99,2,2011-10-28T00:00:00.000,481
99,2,2011-10-28T00:00:00.000,482
97,2,2011-10-28T00:00:00.000,483
95,2,2011-10-28T00:00:00.000,484
99,2,2011-10-28T00:00:00.000,485
90,2,2011-10-28T00:00:00.000,486
100,2,2011-10-28T00:00:00.000,487
100,1,2011-10-28T00:00:00.000,488
72,3,2011-10-28T00:00:00.000,489
100,2,2011-10-28T00:00:00.000,490
99,2,2011-10-28T00:00:00.000,491
96,3,2011-10-28T00:00:00.000,492
86,2,2011-10-28T00:00:00.000,493
71,2,2011-10-28T00:00:00.000,496
87,2,2011-10-28T00:00:00.000,497
97,2,2011-10-28T00:00:00.000,499
3,2,2011-10-29T00:00:00.000,500
38,2,2011-10-29T00:00:00.000,502
29,2,2011-10-29T00:00:00.000,504
31,3,2011-10-29T00:00:00.000,505
39,2,2011-10-29T00:00:00.000,506
22,3,2011-10-29T00:00:00.000,507
101,2,2011-10-29T00:00:00.000,508
92,2,2011-10-29T00:00:00.000,509
97,2,2011-10-29T00:00:00.000,510
91,2,2011-10-29T00:00:00.000,511
94,2,2011-10-29T00:00:00.000,512
100,2,2011-10-29T00:00:00.000,513
71,2,2011-10-29T00:00:00.000,514
18,2,2011-10-29T00:00:00.000,515
87,2,2011-10-29T00:00:00.000,516
99,2,2011-10-29T00:00:00.000,517
85,2,2011-10-29T00:00:00.000,518
59,2,2011-10-29T00:00:00.000,519
60,2,2011-10-29T00:00:00.000,520
61,2,2011-10-29T00:00:00.000,521
79,2,2011-10-29T00:00:00.000,522
73,2,2011-10-29T00:00:00.000,523
92,2,2011-10-29T00:00:00.000,524
97,2,2011-10-29T00:00:00.000,525
99,2,2011-10-29T00:00:00.000,526
83,3,2011-10-29T00:00:00.000,527
103,2,2011-10-29T00:00:00.000,528
35,2,2011-10-29T00:00:00.000,529
95,2,2011-10-29T00:00:00.000,532
3,2,2011-10-31T00:00:00.000,537
43,2,2011-10-31T00:00:00.000,538
3,2,2011-10-31T00:00:00.000,539
43,2,2011-10-31T00:00:00.000,540
108,2,2011-10-31T00:00:00.000,541
98,2,2011-10-31T00:00:00.000,542
36,2,2011-10-31T00:00:00.000,544
39,3,2011-10-31T00:00:00.000,545
22,2,2011-10-31T00:00:00.000,546
16,2,2011-10-31T00:00:00.000,547
108,2,2011-10-31T00:00:00.000,548
101,2,2011-11-01T00:00:00.000,550
110,2,2011-11-01T00:00:00.000,551
111,2,2011-11-01T00:00:00.000,552
20,2,2011-11-01T00:00:00.000,553
112,2,2011-11-01T00:00:00.000,554
86,2,2011-11-01T00:00:00.000,555
112,2,2011-11-01T00:00:00.000,556
110,2,2011-11-01T00:00:00.000,557
113,2,2011-11-01T00:00:00.000,558
109,2,2011-11-01T00:00:00.000,559
43,2,2011-11-01T00:00:00.000,560
31,2,2011-11-02T00:00:00.000,561
115,2,2011-11-02T00:00:00.000,562
110,3,2011-11-02T00:00:00.000,563
112,3,2011-11-02T00:00:00.000,564
113,3,2011-11-02T00:00:00.000,565
111,2,2011-11-02T00:00:00.000,566
117,2,2011-11-02T00:00:00.000,568
115,2,2011-11-02T00:00:00.000,569
113,2,2011-11-02T00:00:00.000,570
115,3,2011-11-02T00:00:00.000,571
117,2,2011-11-02T00:00:00.000,572
116,2,2011-11-02T00:00:00.000,573
106,2,2011-11-02T00:00:00.000,574
117,2,2011-11-02T00:00:00.000,575
116,2,2011-11-02T00:00:00.000,576
3,2,2011-11-02T00:00:00.000,577
117,1,2011-11-02T00:00:00.000,578
117,2,2011-11-02T00:00:00.000,579
112,2,2011-11-02T00:00:00.000,580
99,2,2011-11-02T00:00:00.000,581
105,2,2011-11-02T00:00:00.000,582
112,2,2011-11-02T00:00:00.000,583
94,2,2011-11-03T00:00:00.000,584
115,2,2011-11-03T00:00:00.000,585
99,2,2011-11-04T00:00:00.000,587
108,2,2011-11-04T00:00:00.000,588
108,2,2011-11-04T00:00:00.000,589
115,2,2011-11-04T00:00:00.000,590
91,2,2011-11-05T00:00:00.000,591
92,2,2011-11-05T00:00:00.000,592
118,2,2011-11-06T00:00:00.000,593
118,2,2011-11-06T00:00:00.000,594
108,2,2011-11-07T00:00:00.000,595
119,2,2011-11-07T00:00:00.000,596
119,1,2011-11-07T00:00:00.000,597
118,2,2011-11-07T00:00:00.000,598
106,2,2011-11-07T00:00:00.000,600
120,2,2011-11-08T00:00:00.000,602
121,2,2011-11-09T00:00:00.000,603
104,2,2011-11-09T00:00:00.000,604
98,2,2011-11-09T00:00:00.000,605
89,2,2011-11-09T00:00:00.000,606
99,2,2011-11-09T00:00:00.000,607
105,2,2011-11-09T00:00:00.000,608
95,2,2011-11-09T00:00:00.000,609
122,2,2011-11-10T00:00:00.000,610
107,2,2011-11-10T00:00:00.000,611
35,2,2011-11-10T00:00:00.000,612
122,2,2011-11-14T00:00:00.000,613
121,3,2011-11-14T00:00:00.000,614
122,2,2011-11-14T00:00:00.000,615
120,2,2011-11-14T00:00:00.000,616
118,2,2011-11-14T00:00:00.000,617
119,2,2011-11-14T00:00:00.000,618
114,2,2011-11-14T00:00:00.000,619
124,2,2011-11-14T00:00:00.000,620
125,2,2011-11-14T00:00:00.000,621
125,2,2011-11-14T00:00:00.000,622
125,3,2011-11-14T00:00:00.000,624
124,2,2011-11-15T00:00:00.000,625
121,3,2011-11-15T00:00:00.000,626
125,2,2011-11-15T00:00:00.000,627
125,3,2011-11-15T00:00:00.000,628
124,2,2011-11-15T00:00:00.000,629
125,3,2011-11-15T00:00:00.000,630
125,3,2011-11-15T00:00:00.000,632
118,2,2011-11-15T00:00:00.000,633
120,2,2011-11-15T00:00:00.000,634
125,3,2011-11-15T00:00:00.000,635
124,2,2011-11-16T00:00:00.000,636
123,2,2011-11-16T00:00:00.000,637
129,2,2011-11-17T00:00:00.000,638
121,2,2011-11-17T00:00:00.000,639
129,2,2011-11-18T00:00:00.000,640
127,2,2011-11-18T00:00:00.000,641
130,2,2011-11-21T00:00:00.000,642
99,2,2011-11-22T00:00:00.000,643
94,2,2011-11-22T00:00:00.000,644
88,3,2011-11-22T00:00:00.000,645
119,2,2011-11-22T00:00:00.000,646
108,2,2011-11-22T00:00:00.000,647
130,2,2011-11-22T00:00:00.000,649
131,2,2011-11-22T00:00:00.000,650
130,2,2011-11-22T00:00:00.000,651
132,2,2011-11-24T00:00:00.000,652
134,2,2011-11-28T00:00:00.000,653
133,2,2011-11-28T00:00:00.000,654
135,2,2011-11-28T00:00:00.000,656
66,2,2011-11-29T00:00:00.000,657
65,2,2011-11-29T00:00:00.000,658
130,2,2011-12-07T00:00:00.000,659
134,2,2011-12-07T00:00:00.000,660
112,3,2011-12-11T00:00:00.000,661
136,2,2011-12-12T00:00:00.000,662
108,2,2011-12-12T00:00:00.000,663
138,2,2011-12-12T00:00:00.000,664
140,2,2011-12-13T00:00:00.000,665
140,2,2011-12-13T00:00:00.000,667
140,2,2011-12-13T00:00:00.000,668
31,2,2011-12-14T00:00:00.000,669
139,2,2011-12-14T00:00:00.000,670
141,2,2011-12-15T00:00:00.000,672
140,2,2011-12-15T00:00:00.000,673
16,2,2011-12-16T00:00:00.000,674
141,2,2011-12-17T00:00:00.000,675
140,2,2011-12-17T00:00:00.000,676
142,2,2011-12-19T00:00:00.000,677
142,2,2011-12-19T00:00:00.000,679
142,2,2011-12-19T00:00:00.000,680
29,2,2011-12-19T00:00:00.000,682
31,3,2011-12-19T00:00:00.000,683
137,2,2011-12-19T00:00:00.000,684
136,2,2011-12-19T00:00:00.000,685
108,2,2011-12-19T00:00:00.000,686
99,2,2011-12-19T00:00:00.000,687
91,2,2011-12-19T00:00:00.000,688
92,2,2011-12-19T00:00:00.000,689
103,2,2011-12-19T00:00:00.000,690
97,2,2011-12-19T00:00:00.000,691
18,2,2011-12-20T00:00:00.000,692
101,2,2011-12-21T00:00:00.000,695
142,2,2011-12-22T00:00:00.000,696
93,2,2011-12-23T00:00:00.000,697
145,2,2012-01-05T00:00:00.000,699
145,2,2012-01-06T00:00:00.000,700
147,2,2012-01-13T00:00:00.000,701
146,2,2012-01-17T00:00:00.000,702
147,2,2012-01-17T00:00:00.000,703
146,2,2012-01-17T00:00:00.000,704
132,2,2012-01-17T00:00:00.000,705
149,2,2012-01-23T00:00:00.000,706
149,2,2012-01-24T00:00:00.000,707
149,2,2012-01-24T00:00:00.000,708
138,2,2012-01-24T00:00:00.000,709
135,2,2012-01-24T00:00:00.000,710
135,2,2012-01-25T00:00:00.000,711
142,2,2012-01-25T00:00:00.000,712
135,2,2012-01-25T00:00:00.000,713
132,2,2012-01-26T00:00:00.000,714
136,2,2012-01-27T00:00:00.000,715
93,2,2012-01-28T00:00:00.000,716
102,2,2012-01-31T00:00:00.000,717
150,2,2012-01-31T00:00:00.000,718
25,2,2012-02-01T00:00:00.000,719
27,2,2012-02-01T00:00:00.000,720
41,2,2012-02-01T00:00:00.000,721
150,2,2012-02-01T00:00:00.000,722
24,2,2012-02-01T00:00:00.000,723
152,2,2012-02-02T00:00:00.000,724
24,2,2012-02-03T00:00:00.000,725
25,2,2012-02-03T00:00:00.000,726
27,2,2012-02-03T00:00:00.000,727
41,2,2012-02-03T00:00:00.000,728
150,2,2012-02-03T00:00:00.000,729
76,2,2012-02-03T00:00:00.000,731
78,2,2012-02-03T00:00:00.000,732
28,2,2012-02-03T00:00:00.000,733
154,2,2012-02-03T00:00:00.000,734
39,2,2012-02-03T00:00:00.000,735
101,2,2012-02-04T00:00:00.000,736
40,2,2012-02-04T00:00:00.000,737
144,2,2012-02-04T00:00:00.000,738
151,2,2012-02-06T00:00:00.000,739
154,2,2012-02-06T00:00:00.000,740
123,2,2012-02-10T00:00:00.000,742
124,2,2012-02-10T00:00:00.000,743
131,2,2012-02-10T00:00:00.000,744
154,15,2012-02-10T00:00:00.000,745
157,2,2012-02-10T00:00:00.000,746
156,2,2012-02-10T00:00:00.000,747
157,2,2012-02-10T00:00:00.000,748
18,2,2012-02-10T00:00:00.000,749
